20260523,4,5,1,922190,1100471,0294063000000,1,318
20260523,4,5,32,580301,1292725,4901004068576,1,1349
20260523,4,5,33,450101,1294675,4904230030867,1,149
20260523,4,6,18,660102,1005066,4902410148210,1,139
20260523,4,6,36,120101,1040067,4903301142713,2,190
